Scientific Name,English Name,Family,Feeding Path,Feeding Path Level,Calcium (mg/100g),Calcium L95,Calcium U95,Iron (mg/100g),Iron L95,Iron U95,Total Omega-3 PUFA (g/100g),Omega3 L95,Omega3 U95,Protein (g/100g),Protein L95,Protein U95,Selenium (μg/100g),Selenium L95,Selenium U95,Vitamin A (μg/100g),VitaminA L95,VitaminA U95,Zinc (mg/100g),Zinc L95,Zinc U95
Stegastes punctatus,Blunt snout gregory,Pomacentridae,benthic,species,76,42,130,0.783,0.499,1.296,0.121,0.071,0.2,18.3,17.1,19.4,24.3,12.1,49,56.1,14.3,214.3,1.74,1.11,2.67
Stethojulis albovittata,Bluelined wrasse,Labridae,benthic,species,118,68,265,0.919,0.547,1.568,0.169,0.101,0.274,18.9,16.1,21.1,32.4,17.5,59,81.3,26,273.3,1.78,1.21,3.24
Stethojulis balteata,Belted wrasse,Labridae,benthic,species,91,55,183,0.758,0.446,1.289,0.163,0.102,0.255,18.7,15.8,21,29.7,16.8,50.2,119,40,374,1.78,1.22,3.14
Stethojulis interrupta,Cutribbon wrasse,Labridae,benthic,species,101,60,208,0.809,0.48,1.369,0.165,0.102,0.261,18.6,15.8,20.9,29.1,16.2,50,116,39,371,1.88,1.28,3.32
Stethojulis strigiventer,Three-ribbon wrasse,Labridae,benthic,species,87.4,52.8,173.7,0.793,0.479,1.335,0.154,0.096,0.238,18.5,15.7,20.8,30.2,17.2,49.9,98.7,34.3,316.5,1.88,1.29,3.28
Strongylura leiura,Banded needlefish,Belonidae,pelagic,species,58.7,25.8,143.6,0.552,0.283,1.046,0.237,0.089,0.7,17.1,15.1,19.1,48.6,20.3,118.6,89.7,23.1,331.5,1.22,0.73,1.99
Sufflamen bursa,Boomerang triggerfish,Balistidae,benthic,genus,63.8,24.6,131.6,0.69,0.44,1.35,0.123,0.061,0.248,18.5,16.4,20.5,31.8,16.5,65.6,46.2,13.9,148.1,1.28,0.83,1.98
Sufflamen chrysopterum,Halfmoon triggerfish,Balistidae,benthic,species,59.1,23.4,125.8,0.619,0.377,1.231,0.131,0.066,0.263,18.7,16.7,20.8,32.1,16.7,68.3,57.1,17.6,183.7,1.12,0.73,1.71
Sufflamen fraenatum,Masked triggerfish,Balistidae,benthic,genus,50.2,20,104.2,0.559,0.337,1.104,0.13,0.07,0.26,18.8,16.8,20.9,33.5,17.3,72.8,58.9,18,188.7,1.02,0.67,1.57
Sunagocia arenicola,Broadhead flathead,Platycephalidae,benthic,species,79.1,34.4,183,0.598,0.35,1.228,0.142,0.067,0.393,17.9,15.7,20.1,44.5,22.3,111.4,69.7,25.9,174.5,1.27,0.79,2.01
Sunagocia otaitensis,Fringelip flathead,Platycephalidae,benthic,species,92.5,40,222.1,0.633,0.371,1.323,0.148,0.068,0.417,18,16,20,42.4,20.3,107.5,77.7,28.5,195.4,1.32,0.82,2.11
Synanceia verrucosa,Stonefish,Synanceiidae,pelagic,species,41.5,21.1,95.8,0.555,0.283,1.052,0.22,0.1,0.58,18.1,16.6,19.6,36.5,17.7,79.6,221,81,618,0.958,0.645,1.447
Synchiropus stellatus,Starry dragonet,Callionymidae,benthic,genus,157,92,358,1.02,0.63,1.61,0.178,0.11,0.285,19.1,18.1,20.1,26.8,14.6,48,98.3,35.6,265.3,1.95,1.37,2.78
Syngnathoides biaculeatus,Alligator pipefish,Syngnathidae,benthic,species,107,60,197,0.784,0.504,1.251,0.121,0.073,0.212,18.9,17.7,20.1,44.8,23.3,91.1,38.8,13.5,109.4,1.35,0.94,1.92
Synodus binotatus,Two-spot lizard fish,Synodontidae,pelagic,genus,95.6,35,232.5,0.741,0.319,1.475,0.098,0.036,0.235,15.8,12.9,18.1,33,13,75,118,27,420,1.13,0.57,1.8
Synodus indicus,Indian lizardfish,Synodontidae,pelagic,genus,63.8,23.4,144.7,0.626,0.277,1.204,0.0889,null,null,15.9,13,18.2,38.5,16.2,80,92.7,23,319.5,0.956,0.494,1.481
Synodus jaculum,Lighthouse lizardfish,Synodontidae,pelagic,genus,90.8,32.9,219.1,0.731,0.316,1.444,0.0964,null,null,15.8,12.9,18.2,34.3,13.8,76.3,108,25,385,1.09,0.55,1.75
Synodus variegatus,Variegated lizardfish,Synodontidae,pelagic,species,52.9,19.3,116.5,0.583,0.258,1.112,0.0837,null,null,15.8,12.9,18.1,39.2,17.1,77.6,87.3,21.7,291.6,0.934,0.487,1.428
Taeniamia fucata,Orangelined cardinalfish,Apogonidae,benthic,species,138,79,250,0.899,0.575,1.604,0.161,0.095,0.271,19.1,18,20.2,25.4,12.8,51.1,66.5,21.1,214.9,1.52,1,2.29
Taenianotus triacanthus,Leaf scorpionfish,Scorpaenidae,pelagic,species,116,56,321,0.881,0.455,1.653,0.274,0.118,0.75,18.2,16.1,20.1,27.2,11.3,64.3,328,115,899,1.43,0.91,2.21
Taeniura lymma,Ribbontail stingray,Dasyatidae,benthic,species,24.8,3.6,137.7,0.47,0.09,1.93,0.11,0.04,0.3,21.2,18.5,23.9,20.9,5.3,75.3,99.5,21.7,446.7,1.06,0.28,4.26
Taeniurops meyeni,Round ribbontail ray,Dasyatidae,benthic,species,8.13,1.02,51.83,0.33,0.06,1.35,0.0858,null,null,22.2,19.5,24.8,43.6,11.3,161.3,21.8,4.7,102,0.528,0.14,1.935
Terapon jarbua,Jarbua terapon,Terapontidae,pelagic,species,151,78,267,1.11,0.7,1.91,0.562,0.276,1.149,17.4,16.4,18.2,56.9,26.5,129.6,53.9,18.6,166.1,1.23,0.83,1.86
Terapon theraps,Largescaled terapon,Terapontidae,benthic,species,86.3,46.3,158.5,0.913,0.573,1.632,0.297,0.154,0.587,18.3,17.3,19.3,35.6,17.4,73.5,68,22,212,1.69,1.17,2.43
Tetrapturus angustirostris,Shortbill spearfish,Istiophoridae,pelagic,species,46.8,24.3,91.1,1.54,0.85,2.48,0.279,0.154,0.502,20.1,19,21,48.5,23,98.7,4.23,1.3,15.19,0.513,0.341,0.793
Tetrosomus concatenatus,Triangular boxfish,Ostraciidae,benthic,genus,17.3,6,38.5,0.258,0.142,0.486,0.287,0.132,0.595,18.7,16.5,21,9.36,4.12,22.81,28,7,121,0.66,0.4,1.07
Tetrosomus gibbosus,Humpback turretfish,Ostraciidae,benthic,species,58.4,23,124.1,0.613,0.374,1.209,0.128,0.066,0.238,18.7,16.4,20.9,31.9,16.6,67.5,58.7,18.2,189.7,1.12,0.73,1.72
Thalassoma amblycephalum,Bluntheaded wrasse,Labridae,pelagic,species,46.4,22.5,100.6,1.28,0.69,2.4,0.233,0.124,0.447,18.9,16.1,21.1,13.5,6.4,28.5,107,30,414,1.28,0.78,2.51
Thalassoma genivittatum,Red-cheek wrasse,Labridae,benthic,species,50.8,26.6,106,1.01,0.59,1.82,0.23,0.13,0.4,19.4,16.6,21.6,14.7,7.7,29,69.8,20.7,266.6,1.29,0.81,2.41
Thalassoma hardwicke,Sixbar wrasse,Labridae,benthic,species,93.4,55.7,201.5,0.861,0.523,1.415,0.157,0.099,0.245,18.9,16.1,21.2,36.1,20.4,61.4,63.7,21.3,209.6,1.64,1.13,2.96
Thalassoma hebraicum,Goldbar wrasse,Labridae,benthic,species,65.7,40.9,123.9,0.66,0.39,1.12,0.152,0.099,0.226,18.7,15.9,21,32.9,19.4,52.6,105,37,324,1.57,1.11,2.78
Thalassoma lunare,Moon wrasse,Labridae,benthic,species,27.5,15.2,51.8,0.771,0.459,1.378,0.202,0.121,0.332,19.5,16.6,21.7,18,10,32,56,17,210,1.02,0.67,1.91
Thalassoma purpureum,Surge wrasse,Labridae,benthic,species,40.7,25,69.9,0.512,0.286,0.868,0.142,0.096,0.206,18.9,16.1,21.2,37.8,22.4,59.1,98.8,34.1,309.3,1.24,0.88,2.21
Thalassoma quinquevittatum,Fivestripe wrasse,Labridae,benthic,species,84.5,51.2,167.8,0.725,0.423,1.23,0.162,0.103,0.251,18.7,15.9,21,30.5,17.6,51.2,118,40,368,1.69,1.17,3
Thalassoma trilobatum,Christmas wrasse,Labridae,benthic,species,55.4,34.7,101.4,0.584,0.33,0.995,0.153,0.101,0.225,18.9,16,21.2,34.3,20,55,112,39,347,1.4,1,2.5
Thamnaconus modestoides,Modest filefish,Monacanthidae,benthic,genus,12.5,4,31.7,0.287,0.147,0.593,0.269,0.104,0.644,18.4,16.1,20.8,9.07,3.64,23.95,43.8,10.1,194,0.597,0.327,1.079
Thryssa baelama,Baelama anchovy,Engraulidae,benthic,species,310,162,601,2.36,1.33,4.22,1.04,0.45,2.44,17.6,16.1,19.1,40.1,17,89.3,25.6,5.3,84.4,2.14,1.39,3.3
Thunnus alalunga,Albacore,Scombridae,pelagic,species,38.9,21.7,68.8,4.05,1.58,9.45,0.453,0.298,0.709,23.9,22.5,25.3,45.2,15,143.3,49.1,3.5,566.3,0.473,0.262,0.961
Thunnus albacares,Yellowfin tuna,Scombridae,pelagic,species,60,31,113,3.65,1.38,8.73,0.573,0.274,1.217,22.4,20.8,23.8,112,29,368,52.1,3.6,533.5,0.688,0.377,1.361
Thunnus obesus,Bigeye tuna,Scombridae,pelagic,species,30.4,16.5,56.6,3.84,1.47,8.68,0.428,0.267,0.704,24.2,22.8,25.6,55.3,18.1,188.1,30.4,2.1,344.1,0.396,0.221,0.807
Thysanophrys chiltonae,Longsnout flathead,Platycephalidae,benthic,species,90.7,40.4,235.7,0.729,0.422,1.475,0.216,0.106,0.571,18.4,16.1,20.5,39.7,18.5,92.3,82.8,32.3,207.3,1.32,0.83,2.05
Trachinocephalus myops,Snakefish,Synodontidae,benthic,species,53.7,19.4,128.8,0.421,0.187,0.871,0.0825,null,null,15.4,12.7,18.1,37.7,16.1,83.5,88.9,19.2,317.4,1.01,0.51,1.57
Trachinotus baillonii,Small spotted dart,Carangidae,pelagic,species,52,25,107,1,1,2,0.314,0.153,0.655,18.4,16.5,20.4,40.3,19.2,87.2,84.2,22.2,295.7,1.19,0.77,1.84
Trachinotus blochii,Snubnose pompano,Carangidae,benthic,species,33.9,16.1,76.8,0.604,0.314,1.436,0.247,0.119,0.518,18.5,16.6,20.4,39.2,17.2,97.2,42.3,9.6,174.9,0.991,0.566,1.633
Trachurus indicus,Arabian scad,Carangidae,benthic,species,224,102,420,1.6,0.7,3,0.127,0.075,0.224,20,19,21,48.1,23.4,101.2,54.8,11,247.2,2.67,1.67,4.14
Trachyrhamphus bicoarctatus,Double-ended pipefish,Syngnathidae,benthic,species,73.9,43.1,128,0.608,0.377,0.965,0.117,0.073,0.2,18.9,17.7,20,44.5,24.3,84.8,54.2,20.6,135,1.2,0.9,1.7
Tragulichthys jaculiferus,Longspine burrfish,Diodontidae,benthic,species,58.4,23,124.1,0.613,0.374,1.209,0.128,0.066,0.238,18.7,16.4,20.9,31.9,16.6,67.5,58.7,18.2,189.7,1.12,0.73,1.72
Triaenodon obesus,Whitetip reef shark,Carcharhinidae,pelagic,species,8.31,1.18,29.66,0.35,0.1,0.95,0.11,0.05,0.25,21.2,18.8,23.6,34,8,89,81.7,29.2,227.9,0.526,0.238,1.055
Trichopodus trichopterus,Three spot gourami,Osphronemidae,benthic,species,117,44,572,1.44,0.69,3.31,0.275,0.109,0.667,18.2,16.6,19.6,40.9,16.8,94.8,25.3,7.1,107.4,2.88,1.23,5.86
Trimma flammeum,Flame pygmygoby,Gobiidae,benthic,genus,365,156,944,1.32,0.69,2.65,0.202,0.088,0.432,18.4,16.4,20.2,18.7,7.7,45.2,169,42,622,2.74,1.54,4.69
Trimma mendelssohni,Mendelssohn's pygmygoby,Gobiidae,benthic,genus,237,113,564,1.11,0.6,2.1,0.184,0.086,0.355,18.4,16.6,20.2,21.5,10,46.7,137,37,446,2.33,1.38,3.79
Trimma naudei,Naude's pygmygoby,Gobiidae,benthic,species,257,119,620,1.11,0.58,2.14,0.192,0.088,0.377,18.5,16.6,20.2,20.5,9.2,45.9,163,43,538,2.37,1.38,3.89
Tylosurus crocodilus,Hound needlefish,Belonidae,pelagic,species,38.5,16.3,99.4,0.504,0.269,0.885,0.126,0.054,0.338,17.6,14.5,20.8,62,28,132,245,27,"1,015",0.698,0.448,1.091
Tylosurus melanotus,Keel-jawed needle fish,Belonidae,pelagic,species,54.3,22.3,139,0.631,0.314,1.279,0.271,0.099,0.803,16.2,13.1,19.3,46.9,18.4,120.8,530,59,"2,703",1.01,0.61,1.69
Ulua mentalis,Longrakered trevally,Carangidae,pelagic,species,25.4,14.1,51.4,0.586,0.349,1.176,0.131,0.08,0.218,19.5,18.4,20.6,41.9,21.3,80.6,48.7,14.3,160.9,0.687,0.438,1.049
Upeneus sulphureus,Sulphur goatfish,Mullidae,benthic,species,299,151,533,1.42,0.68,2.77,0.575,0.276,1.257,16.2,14.1,18.7,65.5,31.9,133.2,16.7,6.1,54.8,1.6,0.9,2.4
Upeneus taeniopterus,Finstripe goatfish,Mullidae,benthic,species,59.5,33.3,120.4,0.612,0.338,1.005,0.16,0.11,0.27,18.2,16.1,20.8,39.3,22.6,62.2,63.1,22.6,206.7,1.16,0.62,1.63
Upeneus vittatus,Yellowstriped goatfish,Mullidae,pelagic,species,79.9,40.1,163.3,0.785,0.389,1.565,0.338,0.165,0.737,17,15,20,33.2,15.8,73.5,100,28,390,1.54,0.81,2.38
Urogymnus asperrimus,Porcupine whipray,Dasyatidae,benthic,species,15.5,1.9,83.3,0.522,0.092,2.049,0.173,0.053,0.528,20.4,17.7,23.1,31.5,6.9,133.7,38.5,7.2,198.7,0.964,0.246,3.769
Uropterygius kamar,Barlip reef-eel,Muraenidae,benthic,genus,68.1,39.4,119.2,0.541,0.312,0.879,0.141,0.067,0.367,19.6,17.4,21.9,40.4,22.2,76.5,81.9,23.3,264.7,1.2,0.8,1.7
Uropterygius macrocephalus,Needle-tooth moray,Muraenidae,benthic,genus,57.5,33.5,98.8,0.504,0.291,0.821,0.136,0.064,0.352,19.6,17.4,22,42.3,23.8,80.7,74.8,21.8,241.1,1.13,0.79,1.56
Uropterygius xanthopterus,Freckleface reef-eel,Muraenidae,benthic,species,44.3,26.3,73.9,0.477,0.288,0.773,0.122,0.058,0.31,19.5,17.3,21.8,45.6,26.1,83.2,57.4,16.6,184.1,1.11,0.78,1.54
Valenciennea helsdingenii,Twostripe goby,Gobiidae,benthic,species,64.1,36.4,118.4,0.619,0.341,1.039,0.144,0.076,0.224,18.8,17,20.4,33,18,55,81.9,25.9,221,1.38,0.88,1.99
Valenciennea parva,Parva goby,Gobiidae,benthic,genus,117,62,235,0.831,0.464,1.422,0.156,0.078,0.264,18.5,16.7,20.2,26.1,13.4,47.8,101,30,298,1.86,1.14,2.84
Valenciennea puellaris,Maiden goby,Gobiidae,benthic,genus,69.7,38.5,128.1,0.665,0.371,1.126,0.14,0.07,0.22,18.5,16.8,20.2,30.7,16.9,52.7,82.1,24.6,234.6,1.54,0.97,2.28
Valenciennea sexguttata,Sixspot goby,Gobiidae,benthic,genus,95.9,52.7,187.1,0.781,0.435,1.319,0.148,0.076,0.24,18.6,16.8,20.2,29,16,51,81,25,235,1.7,1.1,2.5
Valenciennea strigata,Blueband goby,Gobiidae,pelagic,species,123,57,285,1.17,0.6,2.07,0.177,0.082,0.322,19.2,17.2,20.9,37.9,16.2,79.9,58.4,16.6,210.5,1.23,0.74,2.06
Vanderhorstia ornatissima,Ornate prawn-goby,Gobiidae,benthic,family,157,77,328,0.847,0.479,1.55,0.111,0.052,0.205,18,16,20,27.7,13.3,57.7,92.9,26,296.4,2.08,1.22,3.34
Variola albimarginata,White-edged lyretail,Serranidae,pelagic,species,42.6,23.2,84.7,0.652,0.385,1.058,0.162,0.102,0.253,19,17,21,48.5,26.4,85.3,71.7,25.9,235.8,0.81,0.54,1.22
Variola louti,Yellow-edged lyretail,Serranidae,pelagic,species,26.3,15,45.5,0.479,0.292,0.766,0.149,0.099,0.223,18.7,16.7,20.5,44.2,25.5,73.2,118,43,351,0.774,0.532,1.128
Verulux cypselurus,Swallowtail cardinalfish,Apogonidae,benthic,species,214,118,542,1.16,0.7,1.95,0.195,0.113,0.343,19.3,18.2,20.4,26.8,13,53.5,95.8,31.8,281.7,2,1,3
Wattsia mossambica,Mozambique large-eye bream,Lethrinidae,benthic,species,9.45,3.87,20.12,0.248,0.111,0.542,0.156,0.07,0.34,19.3,17.2,21.4,12.1,4.5,33.5,14.3,2.2,90.5,0.398,0.225,0.699
Wetmorella nigropinnata,Sharpnose wrasse,Labridae,benthic,species,138,76,250,0.865,0.534,1.588,0.162,0.09,0.281,18.3,15.5,20.7,22.1,11,45.1,117,32,446,1.88,1.19,3.37
Xiphias gladius,Swordfish,Xiphiidae,pelagic,species,9.57,4.99,18.14,0.258,0.158,0.435,0.322,0.149,0.686,19.7,17.3,22.4,43.4,15.5,113.1,5.94,1.9,20.97,0.457,0.186,0.846
Zanclus cornutus,Moorish idol,Zanclidae,benthic,species,39.1,21.6,74.4,0.996,0.561,1.672,0.178,0.103,0.302,19.3,18.1,20.4,13.4,6.6,29.3,30,7,119,1.08,0.67,1.71
Zebrasoma desjardinii,Indian sail-fin surgeonfish,Acanthuridae,benthic,genus,33.3,13.2,92.1,0.709,0.307,1.842,0.142,0.072,0.285,18.6,17.4,19.7,12.7,4.7,36.6,24.7,6.2,91.9,1.7,0.7,3
Zebrasoma flavescens,Yellow tang,Acanthuridae,benthic,species,42.2,17,120.5,0.7,0.3,1.8,0.158,0.076,0.335,18.2,17,19.4,9.24,3.42,26.5,56.6,14,225,2.02,0.84,3.83
Zebrasoma scopas,Twotone tang,Acanthuridae,benthic,species,23,9,68,0.517,0.22,1.41,0.14,0.07,0.31,18.2,16.9,19.5,10.2,3.5,31.1,58.1,12.4,252.7,1.67,0.68,3.25
Zenarchopterus dispar,Feathered river-garfish,Zenarchopteridae,benthic,genus,150,63,378,1.03,0.5,2.18,0.295,0.106,0.865,16.9,14.9,18.9,31,13,75,203,40,838,1.81,1.06,3.17
Zenarchopterus gilli,Viviparous halfbeak,Zenarchopteridae,benthic,genus,146,62,368,1.03,0.5,2.16,0.293,0.106,0.855,16.9,14.9,18.9,31.6,13.2,76.2,195,39,801,1.79,1.04,3.12
Zoramia fragilis,Fragile cardinalfish,Apogonidae,benthic,genus,215,113,425,1.06,0.64,2.07,0.179,0.095,0.334,19,18,20,22.6,10.2,48.9,84.4,25.2,301.7,1.77,1.13,2.79
Zoramia leptacanthus,Threadfin cardinalfish,Apogonidae,benthic,species,204,108,401,1.06,0.65,2.03,0.175,0.094,0.321,19,18,20,23.2,10.7,49.7,76.5,22.7,271.2,1.75,1.11,2.73
